Ticker,Current Price,Regular Market Change,52 Week High,52 Week Low,52 Week Change Percent,50 Day Average,200 Day Average,Volume,Market Volume,Beta,Market Cap,Forward PE,Trailing PE,Price to Book,Price To Sales 12 Months,Enterprise Value,Enterprise To EBITA,Enterprise To Revenue,Gross Margins,Profit Margins,Operating Margins,EBITA Margins,Return on Assets,Return on Equity,Net Income to Common,EBITA,Earnings Growth,Total Debt,Debt to Equity,Total Cash,Free Cashflow,Operating Cashflow,Current Ratio,Quick Ratio,Revenue Growth,Total Cash Per Share,Recommendation Mean,Target Mean Price
ADP,255.2,0.44871265,329.93,249.68,-17.488878,283.8954,300.20264,1406402,1406402,0.858,103215316992.0,23.47746,25.167652,16.211409,4.937729,104931647488.0,17.221,5.02,0.48306,0.19788,0.25891,0.29149,0.06624,0.70572996,4136399872.0,6093100032.0,0.064,9874100224.0,154.917,7696699904.0,4415287296.0,4757600256.0,1.054,0.266,0.071,19.03,2.875,293.23077
ADPT,14.53,-1.2236594,17.886,4.27,148.0607,14.8954,10.8328,1613289,1613289,2.219,2218225152.0,-15.457446,,10.843283,8.776221,2246394880.0,-37.377,8.888,0.6508,-0.31498,0.1095,-0.23778,-0.09316,-0.37208998,-79612000.0,-60101000.0,,213640992.0,104.596,212768992.0,1285125.0,-60532000.0,3.376,3.108,1.024,1.394,1.5,18.57143
ADSE,10.2,0.49261275,16.35,7.89,-24.814814,10.3674,12.27325,9897,9897,0.356,580670400.0,-18.888887,,-38.202248,12.800247,565635904.0,-20.057,12.469,-0.0641,-1.4894,-2.05392,-0.62166,-0.15991999,,-67565000.0,-28201000.0,,36871000.0,,37869000.0,-29704124.0,-42244000.0,1.894,0.886,-0.816,0.678,,
ADSEW,0.8203,0.0,0.8205,0.8203,,,,202,202,0.356,,,,-3.0722847,,,,,-0.0641,-1.4894,-2.05392,-0.62166,-0.15991999,,-67565000.0,-28201000.0,,36871000.0,,37869000.0,-29704124.0,-42244000.0,1.894,0.886,-0.816,0.678,,
ADSK,301.86,1.0511463,329.09,232.67,-3.5547078,313.4666,293.35614,847964,847964,1.477,64296177664.0,32.88235,62.756756,23.682722,9.73447,64125358080.0,38.887,9.709,0.92036,0.15791,0.25865,0.24966,0.09272,0.402,1043000000.0,1648999936.0,0.123,2734000128.0,100.7,2236000000.0,2376999936.0,1924999936.0,0.764,0.606,0.171,10.498,1.6,363.7143
ADTN,8.03,0.12467924,12.44,6.93,-0.61957836,9.4072,9.0628,870961,870961,1.382,643331392.0,38.238094,,4.5264935,0.62151676,1192667008.0,20.345,1.152,0.37569,-0.076469995,-0.00962,0.05663,-0.01651,-0.1181,-77137000.0,58621000.0,,243832000.0,44.849,93682000.0,57192000.0,89466000.0,1.96,0.934,0.227,1.173,1.77778,12.58771
ADTX,5.91,3.5026238,11949.75,5.0,-99.94522,68.7919,555.51074,24680,24680,1.266,2963279.0,-0.5234721,,0.012821931,245.89487,4446078.0,-0.205,368.939,0.0,0.0,-6127.884,0.0,-0.45264,-2.8220599,-31041268.0,-21663292.0,,5482442.0,45.707,323679.0,-15578672.0,-22609446.0,0.021,0.018,-0.977,7.349,,
ADUR,11.68,-1.1426092,17.66,3.49,133.03748,13.8267,9.182995,192085,192085,1.572,364340160.0,-31.567568,,20.0,1650.7493,353546048.0,-25.543,1601.843,1.0,0.0,-110.57198,0.0,-0.54118,-1.1459401,-16008276.0,-13840942.0,,156568.0,0.864,15161788.0,-6692659.0,-9706522.0,28.331,26.404,-0.191,0.486,,47.349648
ADUS,114.51,1.488966,136.72,88.96,-10.558855,115.2608,110.03855,136591,136591,0.944,2116519552.0,19.675257,24.572962,1.989126,1.5717554,2158503936.0,13.749,1.603,0.32656,0.06361,0.09505,0.11659,0.06868,0.085760005,85654000.0,156996000.0,0.127,202484992.0,19.285,101918000.0,53371624.0,103162000.0,1.662,1.519,0.25,5.588,1.5,143.45454
ADV,1.34,5.511815,3.755,1.04,-61.456753,1.5555,1.650375,824424,824424,2.206,437204352.0,2.9130435,,0.6163753,0.12481582,1889336320.0,5.401,0.539,0.14154,-0.06967,0.03309,0.099870004,0.02866,-0.29729998,-246132000.0,349828000.0,,1676108032.0,236.572,201136992.0,156289872.0,30988000.0,2.201,1.95,-0.026,0.616,2.33333,2.83333
ADVB,0.432,5.9862676,4.1,0.343,-88.821915,0.46384,1.1888497,169442,169442,,9348480.0,,,2.68323,,7181378.0,-2.682,,0.0,0.0,0.0,0.0,-0.34416,-1.26788,-3258969.0,-2677206.0,,1264829.0,36.371,2903915.0,-4377256.0,-5825055.0,2.088,1.086,,0.134,,
ADVM,4.33,1.1682177,8.05,1.78,-45.754116,4.1284,3.480975,267470,267470,0.868,95251912.0,-0.81238276,,-4.491701,95.251915,137636208.0,-0.799,137.636,0.0,0.0,-175.13199,0.0,-0.62549996,-2.29338,-169492000.0,-172214000.0,,92221000.0,,44397000.0,-82016496.0,-130911000.0,1.543,1.416,,2.116,2.16667,9.9
ADXN,8.81,3.4037552,12.05,6.51,-2.850628,9.0617,8.301715,115,115,2.096,8579134.0,-176.20001,,135.53847,51.28454,945569280.0,-406.632,5652.445,-2.9476502,0.0,-20.1484,0.0,-0.13551,-0.61912996,-6149178.0,-2325371.0,,38387.0,0.532,2300994.0,-554191.0,-1440687.0,2.31,2.034,-0.684,0.021,,
AEBI,10.56,-1.5843349,33.0,8.91,-4.025042,11.8548,11.477283,141049,141049,,816322432.0,11.395642,62.11765,1.186117,0.75056744,1326043904.0,15.732,1.219,0.20455,0.01245,0.053260002,0.0775,,,13536000.0,84292000.0,,560100992.0,155.931,63579000.0,,54699000.0,1.963,0.899,0.042,0.822,,15.5
AEC,6.79,-6.858711,12.49,2.25,38.85714,7.812,5.4867,36615,36615,2.251,108218496.0,,,2.0070944,,114126352.0,-10.068,,0.0,0.0,0.0,0.0,-0.09754,-0.27383,-13689066.0,-11335571.0,,11073612.0,21.264,11010478.0,-7041011.0,-11592333.0,11.24,10.411,,0.704,,
AEHL,1.65,-1.7857127,13.2,1.4,-86.0,3.1372,3.3973,39599,39599,0.746,8533922.0,,,0.06153043,0.08639934,8487159.0,-0.754,0.086,-0.0012800001,-0.106750004,-0.08676,-0.11399999,-0.25939,-0.52099,-10544000.0,-11260000.0,,6879000.0,26.215,1047000.0,-22893750.0,-15483000.0,2.517,0.221,1.014,0.894,,
AEHR,23.16,-5.8153734,34.35,6.27,104.91667,27.3458,15.9538,782789,782789,2.395,694952640.0,49.276596,,5.6722994,12.231206,725769024.0,-129.348,12.774,0.3621,-0.11711001,-0.35072,-0.09875,-0.03586,-0.05435,-6654000.0,-5611000.0,,10615000.0,8.673,22708000.0,-11518375.0,-10062000.0,7.055,3.128,-0.164,0.757,,24.0
AEI,2.62,6.938769,4.55,0.7,80.147064,2.6968,1.43384,21496,21496,1.422,102177376.0,,,0.4212896,6.358304,74437320.0,-25.296,4.632,0.44524,-0.7786,-2.45598,-0.18311001,-0.0291,-0.16628,-12512031.0,-2942613.0,,2534327.0,3.118,32648312.0,-2257780.0,4678484.0,10.81,10.324,-0.025,0.832,,
AEIS,215.98,-1.5139112,232.05,75.01,91.88031,180.4336,135.67955,401886,401886,1.38,8152270336.0,43.369476,56.244793,6.2288747,4.7263865,8201585664.0,35.935,4.755,0.38024,0.08407,0.11936,0.13232,0.04448,0.117989995,145806000.0,228234000.0,,682800000.0,52.234,758800000.0,148926752.0,235347008.0,4.1,2.888,0.238,20.103,1.81818,205.8
AEMD,4.34,-0.22987935,84.8,4.02,-86.05769,6.8526,22.58515,26681,26681,1.631,3303651.0,-6.5757575,,0.32943678,,-1948136.0,0.238,,0.0,0.0,0.0,0.0,-0.63638,-2.0728998,-12578507.0,-8176761.0,,686579.0,20.055,3765154.0,-5086986.0,-7612932.0,2.489,2.314,,14.489,,12.375
AENT,6.75,0.0,11.572,2.21,58.079624,6.4249,4.69292,17549,17549,0.497,343827456.0,9.926471,22.5,3.331688,0.3233111,433661248.0,11.886,0.408,0.124919996,0.01418,0.04675,0.03431,0.05547,0.15800999,15078000.0,36485000.0,1.298,90935000.0,88.097,1236000.0,13517000.0,26809000.0,1.263,0.628,-0.039,0.024,,10.46
AENTW,0.92,5.747128,0.94,0.8059,,,,3285,3285,0.497,,,,0.45409673,,,,,0.124919996,0.01418,0.04675,0.03431,0.05547,0.15800999,15078000.0,36485000.0,1.298,90935000.0,88.097,1236000.0,13517000.0,26809000.0,1.263,0.628,-0.039,0.024,,
AEP,122.73,0.1387123,123.31,89.91,31.841648,113.9714,107.64875,3258856,3258856,0.601,65693147136.0,20.837013,17.969254,2.161158,3.090424,113289052160.0,12.937,5.329,0.48422,0.17228001,0.25885,0.41197,0.03209,0.12923001,3662099968.0,8757300224.0,0.006,47890001920.0,152.132,1293100032.0,-4280337408.0,6858200064.0,0.686,0.419,0.109,2.416,2.45455,127.32353
AERT,0.6276,-0.25428602,2.67,0.46,-48.44262,0.65664,0.731035,116166,116166,,30346850.0,,,-10.288525,0.437615,44864988.0,-16.568,0.647,0.25863,-0.01367,0.114350006,-0.039049998,-0.0508,,-948000.0,-2708000.0,,16713000.0,,1866000.0,5190375.0,1180000.0,0.708,0.454,0.029,0.039,,
AERTW,0.041,16.147306,0.0396,0.0203,,,,19409,19409,,,,,-0.6721312,,,,,0.25863,-0.01367,0.114350006,-0.039049998,-0.0508,,-948000.0,-2708000.0,,16713000.0,,1866000.0,5190375.0,1180000.0,0.708,0.454,0.029,0.039,,
AEVA,11.31,-16.838234,38.8,2.52,234.15234,15.9161,14.01545,3019555,3019555,2.127,679503808.0,-5.117647,,20.415163,44.839897,774322752.0,-6.085,51.097,-0.18536,0.0,-9.26544,0.0,-0.63347,-1.9234599,-156260000.0,-127250000.0,,6124000.0,18.436,48888000.0,-74155128.0,-113826000.0,3.183,2.763,0.591,0.814,1.4,24.11
AEVAW,0.0654,-27.252506,0.095,0.0502,,,,47288,47288,2.127,,,,0.11805053,,,,,-0.18536,0.0,-9.26544,0.0,-0.63347,-1.9234599,-156260000.0,-127250000.0,,6124000.0,18.436,48888000.0,-74155128.0,-113826000.0,3.183,2.763,0.591,0.814,,
AEYE,12.37,-4.626063,33.37,8.91,-54.697872,13.796,13.04205,122991,122991,0.712,153618288.0,154.625,,27.186811,3.8851364,169745456.0,-123.631,4.293,0.78609,-0.08885,-0.03501,-0.03472,-0.062989995,-0.54034,-3513000.0,-1373000.0,,13226000.0,234.047,4550000.0,2506625.0,2785000.0,0.998,0.916,0.146,0.366,1.4,22.2
AFBI,18.9,0.4245399,22.5,17.0,-12.883722,19.31866,18.721966,7373,7373,0.269,117060664.0,,16.153847,0.9334716,3.683006,85162736.0,,2.679,0.0,0.23742001,0.34951,0.0,0.00837,0.05947,7546000.0,,0.308,54000000.0,,84845000.0,,,,,0.046,13.699,,
AFCG,3.24,3.5143738,9.93,3.04,-66.8783,3.8464,5.273925,180091,180091,1.061,73206312.0,1.98773,,0.3962818,8.393762,166618528.0,,19.104,1.0,-0.99808,1.24582,0.0,-0.023699999,-0.035550002,-9350480.0,,,99307680.0,53.758,3410065.0,,10546943.0,17.143,17.046,,0.151,,6.875
AFJK,12.2,7.017545,41.8,10.2,7.7504754,11.60908,11.2009,98281,98281,,74685144.0,,55.454544,-26.124197,,70991016.0,,,0.0,0.0,0.0,0.0,,,1797255.0,,0.029,1205400.0,,2138.0,,-674836.0,0.02,0.001,,0.0,,
AFJKR,0.36,2.8571486,0.42,0.36,,,,23465,23465,,,,,-0.77087796,,,,,0.0,0.0,0.0,0.0,,,1797255.0,,0.029,1205400.0,,2138.0,,-674836.0,0.02,0.001,,0.0,,
AFJKU,13.05,0.0,26.2,10.74,21.11628,11.677,11.34575,38,38,,,,,-27.944324,,80908224.0,,,0.0,0.0,0.0,0.0,,,1797255.0,,0.029,1205400.0,,2138.0,,-674836.0,0.02,0.001,,0.0,,
AFOS,,-0.49556056,33.272,25.04,31.247282,30.7947,28.91099,2153,2153,,,,29.576044,,,,,,,,,,,,,,,,,,,,,,,,,
AFRI,9.58,-0.31217203,11.2,7.47,-6.789523,8.8092,8.45015,1424,1424,0.384,257717248.0,,,-154.51613,0.93980896,419252288.0,221.709,1.529,0.09967,-0.08871,-0.01021,0.0069,-0.0063,-1.3517799,-24303000.0,1891000.0,,165970000.0,3122.084,12231000.0,20684250.0,23466000.0,0.373,0.185,,0.455,,
AFRIW,0.9201,-7.9900026,0.9201,0.9185,,,,913,913,0.384,,,,-14.8403225,,,,,0.09967,-0.08871,-0.01021,0.0069,-0.0063,-1.3517799,-24303000.0,1891000.0,,165970000.0,3122.084,12231000.0,20684250.0,23466000.0,0.373,0.185,,0.455,,
AFRM,75.14,-1.2485175,100.0,30.901,32.12364,78.0632,64.4304,4672245,4672245,3.574,24801732608.0,159.87234,108.89855,7.517759,7.169644,31595876352.0,80.201,9.134,0.47763002,0.067379996,0.06821,0.11387999,0.0063099996,0.076,233102000.0,393958016.0,,7958290944.0,241.242,1477716992.0,192738256.0,971614016.0,14.612,10.262,0.336,4.477,1.61538,95.09545
AFSC,,1.4404014,30.78,23.24,1.5165806,30.00678,28.251314,11,11,,,,20.235363,,,,,,,,,,,,,,,,,,,,,,,,,
AFYA,14.43,1.4767934,19.9,13.47,-18.835617,15.0872,16.554075,66909,66909,0.531,1310402944.0,8.538462,10.161972,0.28509334,0.36954814,3457685760.0,2.54,0.975,0.64562,0.19578,0.31023002,0.38382998,0.08422,0.16445999,694236992.0,1361046016.0,0.08,3225058048.0,69.554,1099106944.0,294882112.0,1537085952.0,0.936,0.905,0.135,12.103,2.77778,19.588833
AGAE,0.5357,1.6315682,3.79,0.484,-57.5,0.85434,1.39543,69908,69908,1.667,20366718.0,,,0.3538309,2.4672394,5383528.0,-0.355,0.652,0.4991,-2.53215,-3.1737602,-1.8390601,-0.08904,-0.35483003,-20902536.0,-15181154.0,,40796140.0,65.722,59977060.0,-28182394.0,-8304320.0,2.052,1.456,-0.273,1.578,,
AGCC,5.6,1.449274,8.25,3.66,-5.2892566,5.3295,5.3295,10309,10309,,111308400.0,,280.0,73.68421,,,,,,,,,,,,,,,,,,,,,,,,
AGEM,,0.48366246,39.01,24.213,26.713013,37.19558,33.020912,3818,3818,,,,15.601976,,,,,,,,,,,,,,,,,,,,,,,,,
AGEN,4.27,1.4251767,7.34,1.38,35.369778,4.1754,3.8711,655815,655815,1.531,136059744.0,-0.4406605,,-0.36131325,1.337775,234186896.0,-2.985,2.303,-0.49195,-1.62691,-0.65315,-0.77151,-0.23931,,-165682000.0,-78467000.0,,91280000.0,,9534000.0,-99185248.0,-127784000.0,0.057,0.044,0.093,0.299,,12.33333
AGGA,,0.2172208,25.59,24.791,1.7265558,25.38898,25.200668,4638,4638,,,,59.476933,,,,,,,,,,,,,,,,,,,,,,,,,
AGH,5.24,-3.8532119,8.25,0.52,40.463913,4.4937,2.2576542,11837,11837,,76551096.0,,,6.641318,25.291164,72699144.0,-166.413,24.019,0.19566,-0.15427,-0.7082,-0.14433,-0.045489997,-0.07492,-466932.0,-436861.0,,695572.0,6.347,7625413.0,-3258.0,-642200.0,6.888,6.634,-0.071,0.522,,
AGIO,43.86,5.9932323,62.45,23.42,-29.88817,39.8476,34.8846,506755,506755,0.836,2557643776.0,-7.213816,,1.990289,57.101734,1504680576.0,-3.199,33.593,0.0,0.0,-9.07368,0.0,-0.18709,-0.27569,-401264992.0,-470312992.0,,44515000.0,3.466,952860032.0,-313977376.0,-409931008.0,13.82,12.813,0.437,16.34,2.0,47.33333
AGIX,,-1.2070298,40.01,20.815,36.297894,37.08036,31.07956,58285,58285,,,,38.7826,,,,,,,,,,,,,,,,,,,,,,,,,
AGMH,3.32,0.60606,97.0,1.1,-96.09467,4.8446,7.811925,12306,12306,2.174,6564274.0,,0.10187174,0.1833039,0.13527127,2195402.0,0.112,0.045,0.1545,0.31413,-0.01599,0.40313998,0.18094,0.95307,19100052.0,19562996.0,,2173365.0,6.078,6492701.0,-12927555.0,2124330.0,1.935,1.323,4.307,3.289,,
AGMI,,0.03111962,61.23,24.261,94.2078,51.8138,37.6248,532,532,,,,27.660934,,,,,,,,,,,,,,,,,,,,,,,,,
AGNC,10.31,0.58536994,10.63,7.85,8.23654,10.062,9.6263,23522158,23522158,1.355,11059785728.0,5.959538,15.38806,1.1670818,11.568813,65266421760.0,,68.27,1.0,0.87657,0.96411,0.0,0.00844,0.07943,687000000.0,,0.857,74296999936.0,649.222,21994000384.0,,604000000.0,0.259,0.244,1.223,20.503,2.14286,10.15909
AGNCL,24.49,0.08173461,26.59,22.84,-2.5875807,24.87316,24.928406,13967,13967,1.355,,,,2.7722437,,80520560640.0,,84.227,1.0,0.87657,0.96411,0.0,0.00844,0.07943,687000000.0,,0.857,74296999936.0,649.222,21994000384.0,,604000000.0,0.259,0.244,1.223,20.503,,
AGNCM,24.62,0.20635973,25.6,23.01,-1.7239988,24.8504,24.89986,4178,4178,1.355,8752287744.0,,,2.7869596,9.155112,80627081216.0,,84.338,1.0,0.87657,0.96411,0.0,0.00844,0.07943,687000000.0,,0.857,74296999936.0,649.222,21994000384.0,,604000000.0,0.259,0.244,1.223,20.503,,
AGNCN,25.64,0.35225108,26.589,23.633,-0.38986206,25.68972,25.65843,6946,6946,1.355,8806083584.0,,,2.9024224,9.211385,81679097856.0,,85.438,1.0,0.87657,0.96411,0.0,0.00844,0.07943,687000000.0,,0.857,74296999936.0,649.222,21994000384.0,,604000000.0,0.259,0.244,1.223,20.503,,
AGNCO,25.2688,0.15378991,25.95,23.68,-0.5518317,25.37872,25.38339,8599,8599,1.355,,,,2.8604033,,81335828480.0,,85.079,1.0,0.87657,0.96411,0.0,0.00844,0.07943,687000000.0,,0.857,74296999936.0,649.222,21994000384.0,,604000000.0,0.259,0.244,1.223,20.503,,
AGNCP,24.98,0.120235585,25.57,23.37,-0.040066242,25.06152,25.029844,8522,8522,1.355,,,,2.827711,,81035468800.0,,84.765,1.0,0.87657,0.96411,0.0,0.00844,0.07943,687000000.0,,0.857,74296999936.0,649.222,21994000384.0,,604000000.0,0.259,0.244,1.223,20.503,,
AGNCZ,25.6605,0.23632497,25.68,25.0,1.7892599,25.38975,25.38975,43727,43727,1.355,,,,2.9047432,,81732739072.0,,85.494,1.0,0.87657,0.96411,0.0,0.00844,0.07943,687000000.0,,0.857,74296999936.0,649.222,21994000384.0,,604000000.0,0.259,0.244,1.223,20.503,,
AGNG,,2.2439265,35.198,27.426,8.112025,33.80482,32.183723,7149,7149,,,,28.195719,,,,,,,,,,,,,,,,,,,,,,,,,
AGRI,2.04,-6.6361547,54.9,1.95,-94.83452,3.153,9.21393,153739,153739,-0.104,8421301.0,8.16,0.0009623685,0.21153048,11.2018,10894647.0,-1.993,14.492,0.01668,0.0,-3.39775,0.0,-0.25023,-2.0179,-15519665.0,-5467267.0,,8218488.0,202.477,185313.0,-4217937.0,-6099293.0,0.127,0.033,9.939,0.142,,
AGRZ,2.35,4.91071,7.2,2.08,-28.205126,4.201552,4.201552,117531,117531,,50932684.0,,58.75,3.6209552,1.2464901,57973196.0,7.044,1.419,0.36258,0.08595,0.28179002,0.20141001,0.13814001,0.36775002,3512168.0,8229695.0,1.076,12136709.0,88.364,390500.0,-2669689.0,941271.0,1.294,1.294,1.426,0.019,,
AGYS,128.0,0.589391,145.25,63.71,2.828288,112.4596,98.45435,94724,94724,0.413,3589441024.0,76.190475,147.12643,12.028945,11.972426,3509765888.0,99.188,11.707,0.61762,0.08124,0.10791001,0.118030004,0.04033,0.08745,24355000.0,35385000.0,7.276,20643000.0,6.956,59336000.0,40065376.0,58307000.0,1.219,1.035,0.161,2.128,1.16667,140.0
AGZD,,-0.06685069,22.82,21.86,-0.1333952,22.4656,22.37015,8135,8135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AHCO,9.54,1.4893653,11.63,7.105,-12.067354,9.203,9.30095,579540,579540,1.779,1291948160.0,11.223529,17.345453,0.78177494,0.3968859,3076286464.0,4.864,0.945,0.21502,0.02526,0.081829995,0.19429001,0.03635,0.05519,75288000.0,632451968.0,0.067,1903938944.0,117.176,81122000.0,191685120.0,569001984.0,1.081,0.688,0.018,0.612,1.625,13.28571
AHG,1.56,-0.6369496,2.353,0.74,101.28205,1.69348,1.495,16599,16599,-0.682,856753344.0,,,4.3213296,57.97571,2425149952.0,-1367.683,164.108,-0.01905,0.0,-0.43120998,-0.11999,-0.013739999,-0.8026,-134977376.0,-1773182.0,,2081737.0,1.045,176229872.0,46671480.0,1177163.0,14.199,12.827,4.158,0.106,,
AHMA,4.79,4.130436,7.48,4.0,-1.0752678,4.9123335,4.9123335,23523,23523,,142382752.0,,159.66667,21.008772,7.6783323,134734320.0,123.629,7.266,0.23762,0.05128,0.09182999,0.058769997,0.06701,0.16118999,950865.0,1089828.0,-0.393,84826.0,1.331,1050507.0,333976.0,1170699.0,2.693,1.648,-0.248,0.036,,
AIA,,-0.26167688,101.22,59.91,42.36996,94.6416,81.16025,112453,112453,,,,16.198683,,,,,,,,,,,,,,,,,,,,,,,,,
AIFD,,-1.4245175,38.98,20.0,30.744684,35.7969,30.128796,9603,9603,,,,46.214233,,,,,,,,,,,,,,,,,,,,,,,,,
AIFF,1.65,1.2269927,17.2,1.5,-54.469276,2.534,3.37905,63318,63318,,22190598.0,,,1.8131868,51.84719,15912456.0,-1.522,37.179,0.94158995,0.0,-5.29766,0.0,-0.81177,-4.19605,-27247000.0,-10452000.0,,0.0,,5918000.0,-4640375.0,-8638000.0,2.694,2.188,28.9,0.442,,
AIFU,4.035,-5.724307,28.8,1.5,-82.24576,5.2236,5.2932,384,384,,53949040.0,7.472222,0.3558201,0.010561859,0.044763003,-468059776.0,7.372,-0.388,0.41572,-0.014359999,-0.02616,-0.05268,-0.01622,-0.07372,-16764000.0,-63490800.0,,137340992.0,6.57,621137984.0,-293207936.0,111411000.0,3.722,3.681,-0.735,113.129,,
AIHS,1.34,0.751879,17.0,1.29,-85.69893,2.1139,5.67984,23019,23019,0.893,1485138.0,,,-0.5618449,0.44067258,3937696.0,-1.404,1.168,0.23552999,-0.95434,-0.71072,-0.83232003,-0.31896,-1.50992,-3029568.0,-2805050.0,,197125.0,40.114,867767.0,-1773637.0,162386.0,0.479,0.35,-0.022,0.783,,
AIIO,0.5724,-15.823534,3.48,0.296,-58.282207,1.4286,1.143575,7674345,7674345,1.678,193245584.0,,,-2.5668159,33.65475,210002784.0,-2.5,36.573,0.54528,0.0,-7.3588,0.0,-0.60959,,-142564992.0,-83994000.0,,17131000.0,,1683000.0,-31292124.0,53906000.0,0.301,0.17,-0.879,0.006,,
AIIOW,0.123,3.885138,0.123,0.1171,,,,14754,14754,1.678,,,,-0.5515695,,,,,0.54528,0.0,-7.3588,0.0,-0.60959,,-142564992.0,-83994000.0,,17131000.0,,1683000.0,-31292124.0,53906000.0,0.301,0.17,-0.879,0.006,,
AIMD,3.12,11.032027,5.0,2.0,12.4498005,3.5823,3.067275,62162,62162,2.37,14886094.0,,,1.1637448,134.2662,22818826.0,-2.327,205.816,0.82287,0.0,-803.2784,0.0,-0.30651,-0.97803,-15724341.0,-9806200.0,,11000000.0,96.13,1223184.0,-11590.0,-4914375.0,2.877,2.03,,0.263,,
AIMDW,0.14,0.0,0.14,0.12,,,,2,2,2.37,,,,0.05221932,,,,,0.82287,0.0,-803.2784,0.0,-0.30651,-0.97803,-15724341.0,-9806200.0,,11000000.0,96.13,1223184.0,-11590.0,-4914375.0,2.877,2.03,,0.263,,
AIOT,5.01,-2.339179,8.71,3.7,-1.535511,5.1642,5.226,3978378,3978378,,668550912.0,16.7,,1.4285715,1.5698584,946240896.0,10.621,2.222,0.54622,-0.096999995,0.038,0.20921,0.02589,-0.08979,-41309000.0,89095000.0,,288231008.0,61.459,27898000.0,98566752.0,17690000.0,1.073,0.722,0.45,0.209,1.28571,10.5
AIP,15.51,3.8152654,15.92,5.46,79.567314,11.7006,9.2635,1054743,1054743,1.492,677535296.0,-59.65385,,-58.97338,10.27643,620506560.0,-21.886,9.411,0.89976,-0.52246,-0.50057,-0.43003,-0.19331,,-34446000.0,-28352000.0,,6855000.0,,38984000.0,3978500.0,932000.0,0.914,0.831,0.183,0.892,1.5,16.75
AIPI,,-0.41474724,52.55,33.68,-15.465522,42.74848,42.90983,100628,100628,,,,40.56769,,,,,,,,,,,,,,,,,,,,,,,,,
AIPO,,-2.5368283,25.87,19.17,20.062876,23.08976,22.149078,104193,104193,,,,42.418083,,,,,,,,,,,,,,,,,,,,,,,,,
AIQ,,-0.8829158,53.75,30.6,34.38226,49.779,42.90615,2069656,2069656,,,,30.96495,,,,,,,,,,,,,,,,,,,,,,,,,
AIRE,0.5634,9.589565,4.49,0.14,-51.509434,0.70384,0.76701,6325156,6325156,-3.932,71267408.0,-3.7559996,,-26.828571,23.415058,46985584.0,-4.635,15.437,0.57089,0.0,-3.18053,0.0,-0.33193,-1.1130999,-11749791.0,-10136422.0,,4500212.0,,587311.0,-6092837.0,-8093388.0,0.533,0.083,19.085,0.007,,1.55
AIRG,3.985,-0.6234497,10.34,3.17,-61.030125,4.1788,4.5184,63866,63866,0.957,47434588.0,19.925,,1.5927258,0.83482206,44410172.0,-8.456,0.782,0.42374,-0.118640006,-0.14681,-0.09243,-0.12634,-0.21966,-6741000.0,-5252000.0,,4356000.0,14.624,7678000.0,-304250.0,-2101000.0,2.083,1.655,-0.103,0.645,,7.5
AIRJ,4.72,-1.4613814,11.6,3.74,-26.30769,5.0472,5.39395,79354,79354,0.447,285274848.0,-13.11111,47.199997,0.98848164,,259142944.0,-20.223,,0.0,0.0,0.0,0.0,-0.02123,0.14693,38102248.0,-12814204.0,-0.838,139999.0,0.049,30502712.0,-5680324.0,-8848370.0,12.671,12.288,,0.505,,10.375
AIRJW,1.01,-3.1175086,1.04,1.01,,,,2119,2119,0.447,,,,0.21151832,,,,,0.0,0.0,0.0,0.0,-0.02123,0.14693,38102248.0,-12814204.0,-0.838,139999.0,0.049,30502712.0,-5680324.0,-8848370.0,12.671,12.288,,0.505,,
AIRO,13.63,-1.2318846,39.07,12.42,-42.5,18.4486,21.047115,320323,320323,,373749536.0,-25.397356,,0.5420561,3.7464995,356760992.0,26.684,3.576,0.66181,-0.27253,-0.802,0.13402,,,-27187036.0,13369720.0,,18691426.0,2.751,40341556.0,,-1441030.0,1.19,0.974,1.51,1.471,,30.66667
AIRR,,-0.7611895,101.7,59.225,16.741705,96.0094,82.2125,284583,284583,,,,29.66787,,,,,,,,,,,,,,,,,,,,,,,,,
AIRS,5.77,-8.990539,12.0,1.53,-20.551378,8.2326,5.34475,1604849,1604849,2.609,360259584.0,288.5,,4.3878326,2.2865784,474655488.0,86.727,3.013,0.63973,-0.11414,-0.07467,0.03474,-0.02355,-0.21846001,-17984000.0,5473000.0,,84212000.0,102.566,5405000.0,2549250.0,8340000.0,0.506,0.367,-0.178,0.087,3.0,6.0
AIRT,21.06,-1.4044998,26.7,14.56,40.711464,23.178,20.4002,6293,6293,0.69,56917576.0,,,-12.29422,0.19208859,194624368.0,24.917,0.657,0.22849001,-0.025109999,0.00629,0.02636,0.01002,-0.68451,-7441000.0,7811000.0,,141919008.0,2681.765,14945000.0,10611250.0,22288000.0,1.895,0.828,0.067,5.53,,
AIRTP,19.6999,-0.25367254,19.75,14.365,8.815432,19.16672,17.8667,814,814,0.69,474552864.0,,58.630653,-11.500233,1.6015472,190273120.0,24.36,0.642,0.22849001,-0.025109999,0.00629,0.02636,0.01002,-0.68451,-7441000.0,7811000.0,,141919008.0,2681.765,14945000.0,10611250.0,22288000.0,1.895,0.828,0.067,5.53,,
